target_subject,calibration_shots,calibration_fold,calibration_trial_ids,evaluation_trial_ids,n_calibration_samples,n_evaluation_samples,calibration_epochs_ran,zero_shot_loss,zero_shot_accuracy,zero_shot_f1,zero_shot_precision,zero_shot_recall,zero_shot_macro_f1,zero_shot_macro_precision,zero_shot_macro_recall,zero_shot_balanced_accuracy,zero_shot_roc_auc,zero_shot_brier_score,zero_shot_ece,zero_shot_joint_loss,zero_shot_reconstruction_loss,zero_shot_decoder_r2,zero_shot_gcn_gru_reconstruction_loss,zero_shot_gcn_gru_decoder_r2,zero_shot_bilstm_reconstruction_loss,zero_shot_bilstm_decoder_r2,calibrated_loss,calibrated_accuracy,calibrated_f1,calibrated_precision,calibrated_recall,calibrated_macro_f1,calibrated_macro_precision,calibrated_macro_recall,calibrated_balanced_accuracy,calibrated_roc_auc,calibrated_brier_score,calibrated_ece,calibrated_joint_loss,calibrated_reconstruction_loss,calibrated_decoder_r2,calibrated_gcn_gru_reconstruction_loss,calibrated_gcn_gru_decoder_r2,calibrated_bilstm_reconstruction_loss,calibrated_bilstm_decoder_r2,delta_loss,delta_f1,delta_bilstm_reconstruction_loss,delta_precision,delta_roc_auc,delta_gcn_gru_decoder_r2,delta_bilstm_decoder_r2,delta_brier_score,delta_gcn_gru_reconstruction_loss,delta_macro_f1,delta_balanced_accuracy,delta_reconstruction_loss,delta_joint_loss,delta_recall,delta_accuracy,delta_decoder_r2,delta_ece,delta_macro_precision,delta_macro_recall
0,12,2,"[1, 2, 3, 6, 7, 8, 9, 10, 11, 13, 15, 16]","[0, 4, 5, 12, 14, 17]",12,6,10,0.6936198441691687,0.3333333333333333,0.0,0.0,0.0,0.25,0.16666666666666666,0.5,0.5,0.75,0.2502363296302568,0.1682428419589997,0.9857597351074219,0.6382275819778442,0.2729572057723999,0.8118612170219421,0.18813878297805786,0.6422243118286133,0.3577756881713867,0.6924849945440551,0.5,0.5714285714285714,0.6666666666666666,0.5,0.4857142857142857,0.5,0.5,0.5,0.75,0.2496688937135826,0.0010525484879811975,0.9458314776420593,0.6382275819778442,0.2729572057723999,0.8118612170219421,0.18813878297805786,0.6422243118286133,0.3577756881713867,-0.0011348496251135654,0.5714285714285714,0.0,0.6666666666666666,0.0,0.0,0.0,-0.0005674359166742138,0.0,0.2357142857142857,0.0,0.0,-0.03992825746536255,0.5,0.16666666666666669,0.0,-0.1671902934710185,0.33333333333333337,0.0
0,12,3,"[0, 3, 4, 5, 6, 8, 9, 12, 13, 14, 15, 17]","[1, 2, 7, 10, 11, 16]",12,6,10,0.6951656234506142,0.3333333333333333,0.0,0.0,0.0,0.25,0.16666666666666666,0.5,0.5,0.125,0.251009208385825,0.16821458935737615,1.0190486907958984,0.6447967290878296,0.26252859830856323,0.8332607746124268,0.1667391061782837,0.6416817903518677,0.35831815004348755,0.6946239766997236,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.25,0.14285714285714285,0.16666666666666666,0.125,0.125,0.0,0.2507383964515914,0.33408586184183764,0.9924964904785156,0.6447967290878296,0.26252859830856323,0.8332607746124268,0.1667391061782837,0.6416817903518677,0.35831815004348755,-0.0005416467508905232,0.2857142857142857,0.0,0.3333333333333333,-0.125,0.0,0.0,-0.0002708119342336168,0.0,-0.10714285714285715,-0.375,0.0,-0.026552200317382812,0.25,-0.16666666666666666,0.0,0.16587127248446148,0.0,-0.375
1,3,1,"[7, 8, 10]","[0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17]",3,15,10,0.6916041384367732,0.6,0.0,0.0,0.0,0.375,0.3,0.5,0.5,0.6111111111111112,0.249228500390002,0.09696310361226401,1.414811134338379,0.7662268877029419,0.15891915559768677,0.8902742862701416,0.10972583293914795,0.7918875813484192,0.20811247825622559,0.691580414607341,0.6,0.0,0.0,0.0,0.375,0.3,0.5,0.5,0.5740740740740741,0.24921663126260687,0.0967504501342773,0.9500447511672974,0.7662268877029419,0.15891915559768677,0.8902742862701416,0.10972583293914795,0.7918875813484192,0.20811247825622559,-2.372382943216511e-05,0.0,0.0,0.0,-0.03703703703703709,0.0,0.0,-1.1869127395119916e-05,0.0,0.0,0.0,0.0,-0.46476638317108154,0.0,0.0,0.0,-0.00021265347798671286,0.0,0.0
1,3,2,"[2, 3, 5]","[0, 1, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",3,15,10,0.6914181934632239,0.6,0.0,0.0,0.0,0.375,0.3,0.5,0.5,0.6111111111111112,0.24913553568071176,0.09690495729446413,0.9785133600234985,0.7626977562904358,0.16161233186721802,0.890658974647522,0.10934102535247803,0.786116361618042,0.213883638381958,0.6912123649978857,0.6,0.0,0.0,0.0,0.375,0.3,0.5,0.5,0.5925925925925926,0.24903263887242327,0.09616737763086958,0.9629830121994019,0.7626977562904358,0.16161233186721802,0.890658974647522,0.10934102535247803,0.786116361618042,0.213883638381958,-0.00020582846533812038,0.0,0.0,0.0,-0.0185185185185186,0.0,0.0,-0.00010289680828848291,0.0,0.0,0.0,0.0,-0.01553034782409668,0.0,0.0,0.0,-0.0007375796635945564,0.0,0.0
1,3,3,"[1, 11, 12]","[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17]",3,15,10,0.6906399109146419,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.62,0.2487463996754773,0.1634938677151998,0.9558654427528381,0.767941415309906,0.15731722116470337,0.8916754722595215,0.10832452774047852,0.7936900854110718,0.20630991458892822,0.6911325543372053,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.6,0.2489927176689788,0.16432427962621055,0.9480828642845154,0.767941415309906,0.15731722116470337,0.8916754722595215,0.10832452774047852,0.7936900854110718,0.20630991458892822,0.000492643422563388,0.0,0.0,0.0,-0.020000000000000018,0.0,0.0,0.0002463179935014992,0.0,0.0,0.0,0.0,-0.007782578468322754,0.0,0.0,0.0,0.0008304119110107422,0.0,0.0
1,3,4,"[9, 15, 17]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16]",3,15,10,0.691436605841845,0.6,0.0,0.0,0.0,0.375,0.3,0.5,0.5,0.6111111111111112,0.24914474358855188,0.0969517906506856,0.9526716470718384,0.7763255834579468,0.15073812007904053,0.8968225121498108,0.10317748785018921,0.8017013072967529,0.19829869270324707,0.6912421958623879,0.6,0.0,0.0,0.0,0.375,0.3,0.5,0.5,0.6111111111111112,0.2490475356043552,0.09636250336964924,0.9420038461685181,0.7763255834579468,0.15073812007904053,0.8968225121498108,0.10317748785018921,0.8017013072967529,0.19829869270324707,-0.0001944099794570775,0.0,0.0,0.0,0.0,0.0,0.0,-9.720798419668442e-05,0.0,0.0,0.0,0.0,-0.010667800903320312,0.0,0.0,0.0,-0.0005892872810363547,0.0,0.0
1,3,5,"[6, 14, 16]","[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17]",3,15,10,0.6912328895207627,0.6,0.0,0.0,0.0,0.375,0.3,0.5,0.5,0.6851851851851852,0.24904288080313056,0.09676167170206706,0.9547826051712036,0.7734996676445007,0.15302622318267822,0.8950092792510986,0.10499072074890137,0.7989383339881897,0.2010616660118103,0.6911093937861154,0.6,0.0,0.0,0.0,0.375,0.3,0.5,0.5,0.6481481481481481,0.24898114217521203,0.09622826576232912,0.9510133266448975,0.7734996676445007,0.15302622318267822,0.8950092792510986,0.10499072074890137,0.7989383339881897,0.2010616660118103,-0.00012349573464731645,0.0,0.0,0.0,-0.03703703703703709,0.0,0.0,-6.173862791852835e-05,0.0,0.0,0.0,0.0,-0.0037692785263061523,0.0,0.0,0.0,-0.0005334059397379409,0.0,0.0
1,3,6,"[0, 4, 13]","[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17]",3,15,10,0.6919658517156934,0.6,0.0,0.0,0.0,0.375,0.3,0.5,0.5,0.4444444444444444,0.24940935634138264,0.09693144559860223,0.9984349012374878,0.7479791641235352,0.17264831066131592,0.8821843862533569,0.11781561374664307,0.772519052028656,0.227480947971344,0.6918188382676064,0.6,0.0,0.0,0.0,0.375,0.3,0.5,0.5,0.4444444444444444,0.24933583603593976,0.09643095334370932,0.9801651239395142,0.7479791641235352,0.17264831066131592,0.8821843862533569,0.11781561374664307,0.772519052028656,0.227480947971344,-0.00014701344808698558,0.0,0.0,0.0,0.0,0.0,0.0,-7.352030544288679e-05,0.0,0.0,0.0,0.0,-0.018269777297973633,0.0,0.0,0.0,-0.0005004922548929036,0.0,0.0
1,6,1,"[2, 3, 5, 8, 13, 17]","[0, 1, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16]",6,12,10,0.6914243848834863,0.5833333333333334,0.0,0.0,0.0,0.3684210526315789,0.2916666666666667,0.5,0.5,0.6571428571428573,0.24913863625932398,0.08028409381707513,0.9871084690093994,0.7718157172203064,0.15401172637939453,0.8938266634941101,0.10617327690124512,0.7981497645378113,0.20185017585754395,0.6912932760207443,0.5833333333333334,0.0,0.0,0.0,0.3684210526315789,0.2916666666666667,0.5,0.5,0.6571428571428571,0.24907307265265768,0.08000821371873224,0.9785301685333252,0.7718157172203064,0.15401172637939453,0.8938266634941101,0.10617327690124512,0.7981497645378113,0.20185017585754395,-0.00013110886274203537,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,-6.556360666629124e-05,0.0,0.0,0.0,0.0,-0.008578300476074219,0.0,0.0,0.0,-0.0002758800983428955,0.0,0.0
1,6,2,"[4, 6, 7, 11, 14, 16]","[0, 1, 2, 3, 5, 8, 9, 10, 12, 13, 15, 17]",6,12,10,0.6917068584620346,0.5833333333333334,0.0,0.0,0.0,0.3684210526315789,0.2916666666666667,0.5,0.5,0.6571428571428571,0.24927985357525526,0.08041072388490045,0.9938418865203857,0.7604612112045288,0.16326379776000977,0.8889620304107666,0.1110379695892334,0.7845103144645691,0.2154896855354309,0.6916193057503947,0.5833333333333334,0.0,0.0,0.0,0.3684210526315789,0.2916666666666667,0.5,0.5,0.6571428571428571,0.24923607361598457,0.08031449218591058,0.9794727563858032,0.7604612112045288,0.16326379776000977,0.8889620304107666,0.1110379695892334,0.7845103144645691,0.2154896855354309,-8.755271163995992e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.3779959270684454e-05,0.0,0.0,0.0,0.0,-0.01436913013458252,0.0,0.0,0.0,-9.623169898986816e-05,0.0,0.0
1,6,3,"[0, 1, 9, 10, 12, 15]","[2, 3, 4, 5, 6, 7, 8, 11, 13, 14, 16, 17]",6,12,10,0.691017551600949,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.5,0.24893521840504884,0.1633086005846659,0.976578414440155,0.7650547623634338,0.15984272956848145,0.8905237913131714,0.10947620868682861,0.7897908091545105,0.2102091908454895,0.6911332995745284,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.5,0.24899309643821646,0.16353455185890198,0.962918221950531,0.7650547623634338,0.15984272956848145,0.8905237913131714,0.10947620868682861,0.7897908091545105,0.2102091908454895,0.00011574797357938316,0.0,0.0,0.0,0.0,0.0,0.0,5.787803316761875e-05,0.0,0.0,0.0,0.0,-0.013660192489624023,0.0,0.0,0.0,0.0002259512742360803,0.0,0.0
1,9,1,"[5, 6, 7, 8, 9, 11, 12, 16, 17]","[0, 1, 2, 3, 4, 10, 13, 14, 15]",9,9,10,0.6903114250650315,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.6666666666666666,0.2485821550937223,0.16350607739554512,0.9882559180259705,0.7908719778060913,0.1396162509918213,0.9028082489967346,0.09719175100326538,0.817959189414978,0.18204081058502197,0.6901862561683203,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.6666666666666666,0.2485195686248304,0.16322873698340523,0.9615415334701538,0.7908719778060913,0.1396162509918213,0.9028082489967346,0.09719175100326538,0.817959189414978,0.18204081058502197,-0.00012516889671121412,0.0,0.0,0.0,0.0,0.0,0.0,-6.258646889190089e-05,0.0,0.0,0.0,0.0,-0.02671438455581665,0.0,0.0,0.0,-0.0002773404121398926,0.0,0.0
1,9,2,"[0, 1, 2, 3, 4, 10, 13, 14, 15]","[5, 6, 7, 8, 9, 11, 12, 16, 17]",9,9,10,0.6924543790283254,0.5555555555555556,0.0,0.0,0.0,0.35714285714285715,0.2777777777777778,0.5,0.5,0.5,0.249653627335502,0.052496181594000935,1.0457404851913452,0.7406823039054871,0.1784626841545105,0.8793999552726746,0.12060004472732544,0.7636747360229492,0.23632526397705078,0.6922891494059294,0.5555555555555556,0.0,0.0,0.0,0.35714285714285715,0.2777777777777778,0.5,0.5,0.5,0.24957100495061368,0.05188739962048006,1.0257457494735718,0.7406823039054871,0.1784626841545105,0.8793999552726746,0.12060004472732544,0.7636747360229492,0.23632526397705078,-0.00016522962239595707,0.0,0.0,0.0,0.0,0.0,0.0,-8.262238488832008e-05,0.0,0.0,0.0,0.0,-0.019994735717773438,0.0,0.0,0.0,-0.0006087819735208777,0.0,0.0
1,12,1,"[0, 2, 4, 5, 6, 8, 9, 11, 12, 13, 15, 16]","[1, 3, 7, 10, 14, 17]",12,6,10,0.6910873577247223,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.25,0.2489701108770205,0.16341675321261084,1.1555908918380737,0.7549360990524292,0.16735857725143433,0.8859622478485107,0.11403769254684448,0.7793205380439758,0.22067946195602417,0.6909290675704334,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.25,0.2488909631691459,0.16273042559623718,1.1059470176696777,0.7549360990524292,0.16735857725143433,0.8859622478485107,0.11403769254684448,0.7793205380439758,0.22067946195602417,-0.00015829015428892035,0.0,0.0,0.0,0.0,0.0,0.0,-7.914770787459391e-05,0.0,0.0,0.0,0.0,-0.049643874168395996,0.0,0.0,0.0,-0.0006863276163736609,0.0,0.0
1,12,2,"[0, 2, 3, 4, 6, 7, 8, 10, 12, 13, 14, 16]","[1, 5, 9, 11, 15, 17]",12,6,10,0.6911858465224004,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.5,0.24901933801868203,0.1631908516089121,1.1588869094848633,0.7374858856201172,0.18104791641235352,0.8741835951805115,0.12581628561019897,0.7637203335762024,0.23627960681915283,0.6909660375643679,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.375,0.24890944042217514,0.16260302066802979,1.1053235530853271,0.7374858856201172,0.18104791641235352,0.8741835951805115,0.12581628561019897,0.7637203335762024,0.23627960681915283,-0.0002198089580325302,0.0,0.0,0.0,-0.125,0.0,0.0,-0.00010989759650689712,0.0,0.0,0.0,0.0,-0.05356335639953613,0.0,0.0,0.0,-0.0005878309408823279,0.0,0.0
1,12,3,"[0, 1, 5, 6, 7, 8, 9, 10, 12, 14, 15, 17]","[2, 3, 4, 11, 13, 16]",12,6,10,0.6914751630886474,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.375,0.24916402863514797,0.16342941919962561,1.088807225227356,0.7720063924789429,0.15443193912506104,0.8941118717193604,0.10588818788528442,0.7970243692398071,0.20297569036483765,0.6912812238450755,0.6666666666666666,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.5,0.25,0.24906704691703085,0.1625008384386698,1.0429704189300537,0.7720063924789429,0.15443193912506104,0.8941118717193604,0.10588818788528442,0.7970243692398071,0.20297569036483765,-0.00019393924357191672,0.0,0.0,0.0,-0.125,0.0,0.0,-9.698171811711731e-05,0.0,0.0,0.0,0.0,-0.045836806297302246,0.0,0.0,0.0,-0.0009285807609558105,0.0,0.0
