target_subject,calibration_shots,calibration_fold,calibration_trial_ids,evaluation_trial_ids,n_calibration_samples,n_evaluation_samples,calibration_epochs_ran,zero_shot_loss,zero_shot_accuracy,zero_shot_f1,zero_shot_precision,zero_shot_recall,zero_shot_macro_f1,zero_shot_macro_precision,zero_shot_macro_recall,zero_shot_balanced_accuracy,zero_shot_roc_auc,zero_shot_brier_score,zero_shot_ece,zero_shot_joint_loss,zero_shot_reconstruction_loss,zero_shot_decoder_r2,zero_shot_gcn_gru_reconstruction_loss,zero_shot_gcn_gru_decoder_r2,zero_shot_bilstm_reconstruction_loss,zero_shot_bilstm_decoder_r2,calibrated_loss,calibrated_accuracy,calibrated_f1,calibrated_precision,calibrated_recall,calibrated_macro_f1,calibrated_macro_precision,calibrated_macro_recall,calibrated_balanced_accuracy,calibrated_roc_auc,calibrated_brier_score,calibrated_ece,calibrated_joint_loss,calibrated_reconstruction_loss,calibrated_decoder_r2,calibrated_gcn_gru_reconstruction_loss,calibrated_gcn_gru_decoder_r2,calibrated_bilstm_reconstruction_loss,calibrated_bilstm_decoder_r2,delta_ece,delta_gcn_gru_decoder_r2,delta_f1,delta_macro_precision,delta_brier_score,delta_macro_f1,delta_roc_auc,delta_joint_loss,delta_reconstruction_loss,delta_decoder_r2,delta_recall,delta_gcn_gru_reconstruction_loss,delta_loss,delta_macro_recall,delta_balanced_accuracy,delta_bilstm_reconstruction_loss,delta_bilstm_decoder_r2,delta_precision,delta_accuracy
1,12,2,"[0, 2, 3, 4, 6, 7, 8, 10, 12, 13, 14, 16]","[1, 5, 9, 11, 15, 17]",12,6,10,0.6926977280816615,0.8333333333333334,0.8,0.6666666666666666,1.0,0.8285714285714285,0.8333333333333333,0.875,0.875,0.75,0.24977524246912072,0.3314710557460785,0.659978985786438,0.7636936902999878,0.18812835216522217,0.8703408241271973,0.12965905666351318,0.7534022927284241,0.24659764766693115,0.6920866536207728,0.8333333333333334,0.8,0.6666666666666666,1.0,0.8285714285714285,0.8333333333333333,0.875,0.875,0.75,0.24946970911074548,0.33122981588045763,0.6589387655258179,0.7636936902999878,0.18812835216522217,0.8703408241271973,0.12965905666351318,0.7534022927284241,0.24659764766693115,-0.00024123986562085697,0.0,0.0,0.0,-0.00030553335837524287,0.0,0.0,-0.0010402202606201172,0.0,0.0,0.0,0.0,-0.0006110744608887053,0.0,0.0,0.0,0.0,0.0,0.0
1,12,3,"[0, 1, 5, 6, 7, 8, 9, 10, 12, 14, 15, 17]","[2, 3, 4, 11, 13, 16]",12,6,10,0.6963438845604872,0.5,0.5714285714285714,0.4,1.0,0.4857142857142857,0.7,0.625,0.625,0.5,0.2515981041503667,0.0036773284276326867,0.6680035591125488,0.792631208896637,0.16313767433166504,0.8884530663490295,0.11154699325561523,0.7852717041969299,0.21472829580307007,0.6957010569844088,0.5,0.5714285714285714,0.4,1.0,0.4857142857142857,0.7,0.625,0.625,0.625,0.25127677895391837,0.0028019646803537634,0.6636959910392761,0.792631208896637,0.16313767433166504,0.8884530663490295,0.11154699325561523,0.7852717041969299,0.21472829580307007,-0.0008753637472789233,0.0,0.0,0.0,-0.000321325196448341,0.0,0.125,-0.004307568073272705,0.0,0.0,0.0,0.0,-0.0006428275760784752,0.0,0.0,0.0,0.0,0.0,0.0
2,3,1,"[3, 4, 12]","[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17]",3,15,10,0.6921065728745226,0.5333333333333333,0.631578947368421,0.8571428571428571,0.5,0.49760765550239233,0.5535714285714286,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.24947968039742802,0.028200399875640825,0.9901050925254822,0.7054139971733093,0.22932475805282593,0.848264753818512,0.1517353057861328,0.6930859088897705,0.30691421031951904,0.6918739567224282,0.5333333333333333,0.631578947368421,0.8571428571428571,0.5,0.49760765550239233,0.5535714285714286,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.2493633921957245,0.028224134445190452,0.566775381565094,0.7054139971733093,0.22932475805282593,0.848264753818512,0.1517353057861328,0.6930859088897705,0.30691421031951904,2.373456954962716e-05,0.0,0.0,0.0,-0.00011628820170350718,0.0,0.0,-0.4233297109603882,0.0,0.0,0.0,0.0,-0.00023261615209435593,0.0,0.0,0.0,0.0,0.0,0.0
2,3,2,"[6, 8, 13]","[0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16, 17]",3,15,10,0.694958207887786,0.4666666666666667,0.5555555555555556,0.8333333333333334,0.4166666666666667,0.4444444444444444,0.5277777777777778,0.5416666666666666,0.5416666666666666,0.5,0.2509053611858835,0.0381086786588033,0.5746698379516602,0.7063657641410828,0.22867614030838013,0.8476369380950928,0.15236306190490723,0.6950107216835022,0.3049892783164978,0.6951233611242197,0.4666666666666667,0.5555555555555556,0.8333333333333334,0.4166666666666667,0.4444444444444444,0.5277777777777778,0.5416666666666666,0.5416666666666666,0.4722222222222222,0.2509879423457766,0.038191052277882886,0.5754671096801758,0.7063657641410828,0.22867614030838013,0.8476369380950928,0.15236306190490723,0.6950107216835022,0.3049892783164978,8.237361907958984e-05,0.0,0.0,0.0,8.258115989306924e-05,0.0,-0.02777777777777779,0.000797271728515625,0.0,0.0,0.0,0.0,0.00016515323643373492,0.0,0.0,0.0,0.0,0.0,0.0
2,3,3,"[1, 7, 10]","[0, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17]",3,15,10,0.6929314633172591,0.5333333333333333,0.631578947368421,0.8571428571428571,0.5,0.49760765550239233,0.5535714285714286,0.5833333333333333,0.5833333333333333,0.5277777777777779,0.24989208540645927,0.028446066379547164,0.5652216076850891,0.7055200338363647,0.2291644811630249,0.845903217792511,0.154096782207489,0.6957678198814392,0.3042321801185608,0.6929148980159126,0.5333333333333333,0.631578947368421,0.8571428571428571,0.5,0.49760765550239233,0.5535714285714286,0.5833333333333333,0.5833333333333333,0.5,0.24988380794115297,0.02840644915898638,0.5653921365737915,0.7055200338363647,0.2291644811630249,0.845903217792511,0.154096782207489,0.6957678198814392,0.3042321801185608,-3.961722056078365e-05,0.0,0.0,0.0,-8.277465306294474e-06,0.0,-0.0277777777777779,0.00017052888870239258,0.0,0.0,0.0,0.0,-1.6565301346527228e-05,0.0,0.0,0.0,0.0,0.0,0.0
2,3,4,"[2, 11, 17]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16]",3,15,10,0.6928214938910754,0.6,0.6666666666666666,0.8571428571428571,0.5454545454545454,0.5833333333333333,0.6160714285714286,0.6477272727272727,0.6477272727272727,0.5454545454545454,0.24983707133226662,0.0947408239046732,0.560851514339447,0.7025293111801147,0.2316388487815857,0.8496336340904236,0.15036648511886597,0.6870888471603394,0.3129112124443054,0.6921786125562962,0.6,0.6666666666666666,0.8571428571428571,0.5454545454545454,0.5833333333333333,0.6160714285714286,0.6477272727272727,0.6477272727272727,0.5681818181818181,0.24951570072542395,0.09459979931513463,0.5595588684082031,0.7025293111801147,0.2316388487815857,0.8496336340904236,0.15036648511886597,0.6870888471603394,0.3129112124443054,-0.00014102458953857422,0.0,0.0,0.0,-0.0003213706068426747,0.0,0.022727272727272707,-0.0012926459312438965,0.0,0.0,0.0,0.0,-0.0006428813347791884,0.0,0.0,0.0,0.0,0.0,0.0
2,3,5,"[9, 15, 16]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 17]",3,15,10,0.6898239366191217,0.6666666666666666,0.7368421052631579,1.0,0.5833333333333334,0.6411483253588517,0.6875,0.7916666666666667,0.7916666666666667,0.7222222222222223,0.24833845501214444,0.16198804378509513,0.5630943775177002,0.70436030626297,0.23016172647476196,0.8481916189193726,0.15180838108062744,0.6914848685264587,0.30851513147354126,0.6896230076425203,0.6666666666666666,0.7368421052631579,1.0,0.5833333333333334,0.6411483253588517,0.6875,0.7916666666666667,0.7916666666666667,0.7777777777777779,0.24823800433064147,0.1619513551394144,0.5612583160400391,0.70436030626297,0.23016172647476196,0.8481916189193726,0.15180838108062744,0.6914848685264587,0.30851513147354126,-3.668864568073804e-05,0.0,0.0,0.0,-0.0001004506815029671,0.0,0.05555555555555558,-0.0018360614776611328,0.0,0.0,0.0,0.0,-0.00020092897660139997,0.0,0.0,0.0,0.0,0.0,0.0
2,3,6,"[0, 5, 14]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17]",3,15,10,0.6930455129526635,0.5333333333333333,0.5882352941176471,0.8333333333333334,0.45454545454545453,0.5248868778280543,0.5833333333333334,0.6022727272727273,0.6022727272727273,0.5454545454545454,0.24994909147733105,0.028020075956980417,0.5629516839981079,0.7051731944084167,0.22941714525222778,0.8466769456863403,0.15332305431365967,0.6944887042045593,0.3055112957954407,0.6926083793801088,0.5333333333333333,0.5882352941176471,0.8333333333333334,0.45454545454545453,0.5248868778280543,0.5833333333333334,0.6022727272727273,0.6022727272727273,0.5454545454545454,0.24973058191173275,0.028243048985799102,0.5626531839370728,0.7051731944084167,0.22941714525222778,0.8466769456863403,0.15332305431365967,0.6944887042045593,0.3055112957954407,0.00022297302881868486,0.0,0.0,0.0,-0.00021850956559829604,0.0,0.0,-0.00029850006103515625,0.0,0.0,0.0,0.0,-0.0004371335725547043,0.0,0.0,0.0,0.0,0.0,0.0
2,6,1,"[0, 2, 4, 5, 8, 13]","[1, 3, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17]",6,12,10,0.691722814441022,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.5555555555555556,0.5833333333333334,0.6111111111111112,0.6111111111111112,0.6296296296296297,0.24928777119630433,0.077989215652148,0.5740294456481934,0.7068314552307129,0.22809255123138428,0.8514785170555115,0.14852148294448853,0.6923363208770752,0.3076636791229248,0.6908847575105073,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.5555555555555556,0.5833333333333334,0.6111111111111112,0.6111111111111112,0.6296296296296297,0.2488688038046495,0.07801667849222826,0.5733289122581482,0.7068314552307129,0.22809255123138428,0.8514785170555115,0.14852148294448853,0.6923363208770752,0.3076636791229248,2.746284008026123e-05,0.0,0.0,0.0,-0.000418967391654812,0.0,0.0,-0.000700533390045166,0.0,0.0,0.0,0.0,-0.0008380569305147523,0.0,0.0,0.0,0.0,0.0,0.0
2,6,2,"[1, 3, 7, 11, 15, 17]","[0, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16]",6,12,10,0.6916902558783488,0.5833333333333334,0.7058823529411765,0.8571428571428571,0.6,0.4957983193277311,0.5285714285714286,0.55,0.55,0.55,0.2492715812269973,0.07854076226552331,0.6043826937675476,0.7096081972122192,0.22569423913955688,0.8504460453987122,0.14955401420593262,0.6981655955314636,0.30183446407318115,0.6913273962943899,0.5833333333333334,0.7058823529411765,0.8571428571428571,0.6,0.4957983193277311,0.5285714285714286,0.55,0.55,0.55,0.249090196324961,0.07849060495694482,0.6037906408309937,0.7096081972122192,0.22569423913955688,0.8504460453987122,0.14955401420593262,0.6981655955314636,0.30183446407318115,-5.015730857849121e-05,0.0,0.0,0.0,-0.0001813849020363134,0.0,0.0,-0.0005920529365539551,0.0,0.0,0.0,0.0,-0.0003628595839588744,0.0,0.0,0.0,0.0,0.0,0.0
2,6,3,"[6, 9, 10, 12, 14, 16]","[0, 1, 2, 3, 4, 5, 7, 8, 11, 13, 15, 17]",6,12,10,0.6944305234518433,0.5,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5185185185185185,0.2506415199824548,0.004886612296104431,0.5759741067886353,0.6982334852218628,0.23540669679641724,0.8412289619445801,0.15877103805541992,0.6879575252532959,0.3120424747467041,0.6936330135401078,0.5,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6296296296296297,0.25024280186759373,0.00493834912776947,0.5741897225379944,0.6982334852218628,0.23540669679641724,0.8412289619445801,0.15877103805541992,0.6879575252532959,0.3120424747467041,5.173683166503906e-05,0.0,0.0,0.0,-0.0003987181148610852,0.0,0.11111111111111116,-0.0017843842506408691,0.0,0.0,0.0,0.0,-0.00079750991173555,0.0,0.0,0.0,0.0,0.0,0.0
2,9,1,"[0, 2, 4, 5, 7, 8, 10, 11, 14]","[1, 3, 6, 9, 12, 13, 15, 16, 17]",9,9,10,0.6930097618585004,0.5555555555555556,0.6666666666666666,0.8,0.5714285714285714,0.5,0.525,0.5357142857142857,0.5357142857142857,0.5714285714285714,0.24993122051221336,0.04950012101067436,0.6161946058273315,0.7069390416145325,0.22771179676055908,0.850053071975708,0.149946928024292,0.6945233345031738,0.30547666549682617,0.6920371931947367,0.5555555555555556,0.6666666666666666,0.8,0.5714285714285714,0.5,0.525,0.5357142857142857,0.5357142857142857,0.5714285714285714,0.249445033868191,0.04937585194905603,0.6166710257530212,0.7069390416145325,0.22771179676055908,0.850053071975708,0.149946928024292,0.6945233345031738,0.30547666549682617,-0.00012426906161833173,0.0,0.0,0.0,-0.0004861866440223628,0.0,0.0,0.00047641992568969727,0.0,0.0,0.0,0.0,-0.0009725686637637176,0.0,0.0,0.0,0.0,0.0,0.0
2,9,2,"[1, 3, 6, 9, 12, 13, 15, 16, 17]","[0, 2, 4, 5, 7, 8, 10, 11, 14]",9,9,10,0.6922192140943882,0.5555555555555556,0.6,1.0,0.42857142857142855,0.55,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857142,0.24953600421630018,0.05159549580680001,0.6247405409812927,0.7028430104255676,0.23175042867660522,0.845382571220398,0.1546173095703125,0.6911162734031677,0.3088836669921875,0.691772612068351,0.5555555555555556,0.6,1.0,0.42857142857142855,0.55,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857142,0.24931272257313897,0.05171556605233085,0.6211730241775513,0.7028430104255676,0.23175042867660522,0.845382571220398,0.1546173095703125,0.6911162734031677,0.3088836669921875,0.00012007024553084555,0.0,0.0,0.0,-0.00022328164316121057,0.0,0.0,-0.003567516803741455,0.0,0.0,0.0,0.0,-0.0004466020260373016,0.0,0.0,0.0,0.0,0.0,0.0
2,12,1,"[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 13, 16]","[5, 6, 7, 14, 15, 17]",12,6,10,0.6890830189710128,0.6666666666666666,0.75,1.0,0.6,0.625,0.6666666666666666,0.8,0.8,0.8,0.24796794211851406,0.16000459591547644,0.5853132009506226,0.701397716999054,0.23258155584335327,0.8426011800765991,0.15739881992340088,0.6922358274459839,0.3077641725540161,0.6885228508039422,0.6666666666666666,0.75,1.0,0.6,0.625,0.6666666666666666,0.8,0.8,0.8,0.24768795398659105,0.16018661856651306,0.5827678442001343,0.701397716999054,0.23258155584335327,0.8426011800765991,0.15739881992340088,0.6922358274459839,0.3077641725540161,0.0001820226510366174,0.0,0.0,0.0,-0.0002799881319230091,0.0,0.0,-0.0025453567504882812,0.0,0.0,0.0,0.0,-0.0005601681670706071,0.0,0.0,0.0,0.0,0.0,0.0
2,12,2,"[0, 2, 4, 5, 6, 7, 8, 10, 14, 15, 16, 17]","[1, 3, 9, 11, 12, 13]",12,6,10,0.6941332835226283,0.5,0.5714285714285714,1.0,0.4,0.4857142857142857,0.625,0.7,0.7,0.6,0.2504929778319977,0.0044637322425842285,0.5875265002250671,0.7080996632575989,0.22729367017745972,0.8517618775367737,0.14823800325393677,0.6936505436897278,0.30634939670562744,0.6927753339907513,0.5,0.5714285714285714,1.0,0.4,0.4857142857142857,0.625,0.7,0.7,0.6,0.2498140751663489,0.004361401001612308,0.5840199589729309,0.7080996632575989,0.22729367017745972,0.8517618775367737,0.14823800325393677,0.6936505436897278,0.30634939670562744,-0.00010233124097192015,0.0,0.0,0.0,-0.0006789026656487951,0.0,0.0,-0.0035065412521362305,0.0,0.0,0.0,0.0,-0.0013579495318769563,0.0,0.0,0.0,0.0,0.0,0.0
